de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG2.PA3,de13c224728ec0b063722ff9c929483db2c1caa0d11d9a202ccdb396c11860cb.PG2.PA3.S0
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG14.PA18,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG14.PA18.S2
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG14.PA18,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG14.PA18.S3
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG14.PA18,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG14.PA18.S4
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG14.PA18,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG14.PA18.S5
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG15.PA2,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG15.PA2.S1
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG15.PA2,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG15.PA2.S2
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG15.PA2,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG15.PA2.S3
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG15.PA2,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG15.PA2.S4
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG15.PA2,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG15.PA2.S5
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG15.PA2,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG15.PA2.S6
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA1,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA1.S0
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA1,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA1.S1
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA3,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA3.S0
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA3,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA3.S1
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA3,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA3.S2
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA3,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA3.S3
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA3,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA3.S4
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA4,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA4.S0
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA4,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA4.S1
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA5,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA5.S0
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA5,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA5.S1
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA5,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA5.S2
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA5,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA5.S3
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA8,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA8.S0
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA8,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA8.S1
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA8,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA8.S2
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA8,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA8.S3
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA8,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA8.S4
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA8,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA8.S5
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA8,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA8.S6
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA8,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA8.S7
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA8,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA8.S8
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA8,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA8.S9
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA8,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA8.S10
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA8,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA8.S11
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA8,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA8.S12
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA10,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA10.S0
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA10,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA10.S1
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA10,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA10.S2
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA10,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA10.S3
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA10,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA10.S4
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA10,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA10.S5
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA10,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA10.S6
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA10,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA10.S7
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA10,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA10.S8
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA10,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA10.S9
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA10,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA10.S10
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA10,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA10.S11
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA10,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA10.S12
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA10,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA10.S13
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA10,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA10.S14
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA10,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA10.S15
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA10,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA10.S16
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA10,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA10.S17
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA10,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA10.S18
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA10,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA10.S19
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA14,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA14.S0
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA14,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA14.S1
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA14,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA14.S2
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA14,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA14.S3
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA14,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG16.PA14.S4
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG17.PA2,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG17.PA2.S0
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG17.PA2,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG17.PA2.S1
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG17.PA2,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG17.PA2.S2
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG17.PA2,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG17.PA2.S3
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG17.PA2,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG17.PA2.S4
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG17.PA2,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG17.PA2.S5
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG17.PA2,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG17.PA2.S6
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG17.PA2,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG17.PA2.S7
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG17.PA2,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG17.PA2.S8
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG17.PA6,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG17.PA6.S0
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG17.PA6,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG17.PA6.S1
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG17.PA6,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG17.PA6.S2
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG17.PA6,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG17.PA6.S3
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG17.PA8,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG17.PA8.S0
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG17.PA10,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG17.PA10.S1
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG17.PA10,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG17.PA10.S2
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG17.PA10,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG17.PA10.S3
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG17.PA10,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG17.PA10.S4
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG17.PA10,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG17.PA10.S5
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG17.PA11,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG17.PA11.S0
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG17.PA11,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG17.PA11.S1
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG17.PA11,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG17.PA11.S2
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG17.PA11,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG17.PA11.S3
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA4,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA4.S0
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA4,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA4.S1
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA4,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA4.S2
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA4,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA4.S3
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA4,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA4.S4
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA4,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA4.S5
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA4,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA4.S6
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA5,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA5.S0
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA5,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA5.S1
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA6,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA6.S0
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA6,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA6.S1
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA6,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA6.S2
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA6,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA6.S3
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA6,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA6.S4
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA8,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA8.S0
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA8,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA8.S1
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA8,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA8.S2
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA8,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA8.S3
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA8,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA8.S4
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA8,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA8.S5
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA9,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA9.S0
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA9,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA9.S1
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA9,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA9.S2
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA10,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA10.S0
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA10,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA10.S1
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA10,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA10.S2
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA12,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA12.S0
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA12,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA12.S1
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA12,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA12.S2
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA12,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA12.S3
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA14,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA14.S0
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA14,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA14.S1
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA14,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA14.S2
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA14,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA14.S3
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA14,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA14.S4
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA14,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA14.S5
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA15,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA15.S0
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA15,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA15.S1
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA15,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA15.S2
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA15,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA15.S3
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA15,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA15.S4
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA15,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA15.S5
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA16,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA16.S0
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA16,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA16.S1
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA16,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA16.S2
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA16,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA16.S3
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA16,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG18.PA16.S4
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG19.PA2,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG19.PA2.S0
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG19.PA2,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG19.PA2.S1
68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG19.PA2,68baff796cd060a28a731874b42147145c20ac05dc5f2b288b098ae5cfa2b0ef.PG19.PA2.S2
